"x","y","Altitud"
-101.169999580035,21.0625001167852,2560
-101.189999579955,20.9916667837362,2245
-101.102499580304,21.0383334502156,2209
-101.148332913455,21.1608334497239,2251
-101.243332913076,21.0641667834452,2362
-101.218332913176,21.1683334496938,2655
-101.182499579985,21.0125001169859,2415
-101.179166246665,21.0316667835756,2629
-101.099166246984,21.0383334502156,2203
-101.259166246346,21.1583334497339,2679
-101.183332913315,21.1616667830539,2456
-101.167499580045,21.0650001167752,2633
-101.221666246496,21.0566667834753,2566
-101.207499579885,21.0633334501152,2515
-101.247499579726,21.1450001164541,2714
-101.221666246496,21.0691667834251,2475
-101.084999580374,21.0650001167752,2284
-101.161666246735,21.1733334496737,2353
-101.095832913664,21.0966667833148,2162
-101.082499580384,21.0475001168454,2266
-101.132499580184,21.009166783666,2635
-101.136666246834,21.1616667830539,2157
-101.219999579836,21.0991667833047,2522
-101.164999580055,21.1383334498142,2276
-101.149999580115,21.005000117016,2545
-101.229999579796,21.1083334499346,2652
-101.257499579686,21.1316667831743,2463
-101.129166246864,21.1650001163738,2134
-101.098332913654,21.0875001166849,2189
-101.114999580254,21.1233334498744,2197
-101.178332913335,21.0633334501152,2730
-101.209999579875,21.1258334498644,2581
-101.211666246535,21.1316667831743,2567
-101.218332913176,21.1758334496637,2665
-101.250832913046,21.0183334502958,2056
-101.199999579915,21.0508334501654,2337
-101.114166246924,21.0433334501955,2265
-101.126666246874,21.0358334502256,2323
-101.119999580234,21.0508334501654,2285
-101.131666246854,21.005833450346,2552
-101.097499580324,21.1716667830137,2154
-101.242499579746,21.1591667830639,2513
-101.167499580045,21.078333450055,2613
-101.129166246864,21.1025001166247,2165
-101.226666246476,21.1566667830739,2736
-101.175832913345,21.0241667836058,2696
-101.179166246665,21.0741667834051,2626
-101.126666246874,21.0500001168354,2288
-101.089999580354,20.9875001170863,2306
-101.136666246834,21.008333450336,2649
-101.171666246695,21.0250001169357,2620
-101.188332913295,21.1100001165946,2346
-101.084166247044,21.1258334498644,2058
-101.167499580045,21.0341667835656,2721
-101.089999580354,21.0583334501353,2278
-101.195832913265,21.0716667834151,2543
-101.253332913036,21.0941667833248,2451
-101.192499579945,21.0616667834552,2474
-101.132499580184,20.9816667837763,2512
-101.168332913375,21.0308334502457,2762
-101.179999579995,21.1075001166046,2296
-101.117499580244,21.0475001168454,2310
-101.199166246585,21.1100001165946,2408
-101.099999580314,21.0650001167752,2233
-101.213332913195,21.1050001166146,2582
-101.194166246605,21.1233334498744,2527
-101.274999579616,21.152500116424,2673
-101.244166246406,21.0133334503159,2088
-101.230832913126,21.1616667830539,2711
-101.159166246745,21.1691667830238,2312
-101.237499579766,21.008333450336,2144
-101.249999579716,21.0625001167852,2427
-101.178332913335,21.0000001170361,2369
-101.158332913415,21.0550001168153,2713
-101.270832912966,21.0600001167953,2288
-101.277499579606,21.0625001167852,2284
-101.184999579975,21.079166783385,2667
-101.144999580134,21.1375001164842,2247
-101.121666246894,21.1708334496837,2118
-101.151666246775,21.0283334502557,2471
-101.181666246655,21.1216667832144,2454
-101.194999579935,21.0341667835656,2446
-101.274999579616,21.1066667832746,2476
-101.232499579786,21.150000116434,2645
-101.245832913066,21.0450001168555,2259
-101.268332912976,21.076666783395,2335
-101.171666246695,21.1475001164441,2376
-101.229999579796,21.0675001167652,2486
-101.109166246944,21.078333450055,2226
-101.097499580324,21.1358334498242,2149
-101.260832913006,21.1366667831542,2566
-101.104999580294,21.148333449774,2121
-101.124166246884,20.9891667837462,2430
-101.211666246535,21.1733334496737,2659
-101.155832913425,21.076666783395,2318
-101.249999579716,21.1466667831141,2673
-101.167499580045,21.0283334502557,2664
-101.254166246366,21.0300001169157,2089
-101.183332913315,20.9941667837262,2306
-101.228332913136,21.0500001168354,2452
-101.245832913066,21.1133334499145,2551
-101.221666246496,21.0466667835154,2401
-101.197499579925,20.9908334504062,2341
-101.238332913096,20.9800001171164,2223
-101.129166246864,21.1066667832746,2161
-101.240832913086,21.1650001163738,2658
-101.271666246296,21.0416667835355,2273
-101.122499580224,21.0275001169257,2364
-101.142499580144,21.1558334497439,2175
-101.104166246964,21.0908334500048,2121
-101.205832913225,21.0875001166849,2459
-101.139166246824,21.002500117026,2670
-101.252499579706,21.1033334499547,2686
-101.136666246834,21.0675001167652,2286
-101.087499580364,21.0450001168555,2317
-101.172499580025,21.0316667835756,2808
-101.255832913026,21.1616667830539,2692
-101.246666246396,21.080833450045,2424
-101.139999580154,21.0558334501453,2373
-101.192499579945,20.9783334504564,2258
-101.085832913704,20.9908334504062,2345
-101.263332912996,21.1133334499145,2467
-101.237499579766,21.0358334502256,2197
-101.193332913275,21.0358334502256,2475
-101.126666246874,21.0425001168655,2317
-101.128332913534,20.9775001171264,2413
-101.257499579686,21.0725001167451,2399
-101.249166246386,21.0933334499948,2520
-101.267499579646,21.1433334497941,2778
-101.218332913176,21.1166667832345,2807
-101.099999580314,20.9850001170963,2257
-101.090832913684,21.0991667833047,2182
-101.211666246535,21.1000001166347,2491
-101.119166246904,21.0525001168254,2276
-101.273332912956,20.9791667837864,1951
-101.237499579766,21.1700001163537,2535
-101.138332913494,21.1133334499145,2135
-101.117499580244,21.1141667832445,2283
